Country,RAM Capacity (Mb),Storage (Mb),Mass (grams),Pixel Density (per inch)
1,0.015594958,0.000392223,0.032758621,0.537102473
0,0.015594958,0.000523305,0.0125,0.210499748
0,0.015594958,0.000130058,0.023275862,0.10449268
0,0.015594958,0.000130058,0.023275862,0.10449268
0,0.062471389,0.001047635,0.026939655,0.17617365
0,0.000946074,0.000261141,0.01637931,0.276375568
0,0.00778222,0.001047635,0.012931034,0.207723372
1,0.062471389,0.001047635,0.028448276,0.390711762
0,0.031220435,0.001047635,0.029525862,0.17617365
0,0.062471389,0.001047635,0.073275862,0.315497224
0,0.031220435,0.001047635,0.03125,0.17617365
0,0.031220435,0.000523305,0.025862069,0.17617365
0,0.031220435,0.000523305,0.01875,0.17617365
0,0.031220435,0.000523305,0.01875,0.17617365
0,0.015594958,0.001047635,0.015086207,0.216304897
0,0.031220435,0.000523305,0.0125,0.17617365
0,0.031220435,0.001047635,0.0125,0.17617365
0,0.031220435,0.001047635,0.02112069,0.17617365
0,0.00778222,0.000392223,0.012068966,0.210499748
3,0.062471389,0.000523305,0.221982759,0.129732458
0,0.031220435,0.000523305,0.018534483,0.17617365
0,0.031220435,0.000523305,0.037068966,0.17617365
0,0.031220435,0.001047635,0.02112069,0.17617365
0,0.031220435,0.001047635,0.029956897,0.17617365
0,0.015594958,0.001047635,0.015086207,0.216304897
0,0.062471389,0.001047635,0.026939655,0.17617365
0,0.031220435,0.000523305,0.01875,0.17617365
0,0.031220435,0.000523305,0.0125,0.17617365
0,0.062471389,0.001047635,0.026939655,0.17617365
0,0.015594958,0.001047635,0.015086207,0.216304897
0,0.031220435,0.001047635,0.023706897,0.17617365
0,0.00778222,0.00078547,0.017241379,0.207723372
1,0.062471389,0.001047635,0.029741379,0.390711762
