Country,RAM Capacity (Mb),Storage (Mb),Mass (grams),Pixel Density (per inch)
0,0.031220435,0.002096294,0.008405172,0.204694599
0,0.031220435,0.000523305,0.007543103,0.345784957
0,0.031220435,0.002096294,0.011206897,0.276375568
0,0.031220435,0.002096294,0.025,0.254164563
0,0.031220435,0.002096294,0.006465517,0.345784957
0,0.031220435,0.000523305,0.019396552,0.17617365
0,0.031220435,0.002096294,0.025,0.254164563
0,0.031220435,0.004193611,0.028232759,0.244068652
0,0.031220435,0.002096294,0.010775862,0.244068652
0,0.031220435,0.031878203,0.010775862,0.244068652
0,0.031220435,0.001047635,0.009698276,0.345784957
0,0.031220435,0.002096294,0.021551724,0.244068652
0,0.031220435,0.002096294,0.025,0.254164563
0,0.031220435,0.002096294,0.017241379,0.244068652
0,0.031220435,0.002096294,0.017241379,0.244068652
0,0.031220435,0.001047635,0.028017241,0.172892479
0,0.031220435,0.008388246,0.023706897,0.17617365
0,0.031220435,0.000523305,0.030172414,0.17617365
0,0.031220435,0.003144952,0.018318966,0.256940939
0,0.031220435,0.001047635,0.009698276,0.24204947
0,0.031220435,0.002096294,0.025,0.254164563
0,0.031220435,0.002096294,0.025431034,0.227915194
0,0.00778222,0.001047635,0.012931034,0.168096921
0,0.00778222,0.001047635,0.017198276,0.276375568
0,0.031220435,0.002096294,0.020474138,0.254164563
0,0.031220435,0.002096294,0.011853448,0.345784957
0,0.031220435,0.002096294,0.025,0.254164563
0,0.031220435,0.008388246,0.028017241,0.17617365
0,0.031220435,0.002096294,0.025,0.254164563
0,0.015594958,0.000523305,0.015086207,0.250378597
0,0.031220435,0.002096294,0.021443966,0.244068652
0,0.031220435,0.002096294,0.009482759,0.249116608
3,0.031220435,0.002096294,0.073275862,0.17617365
0,0.031220435,0.002096294,0.030172414,0.17617365
0,0.031220435,0.002096294,0.030172414,0.17617365
0,0.031220435,0.002096294,0.012068966,0.308430086
0,0.031220435,0.002096294,0.017887931,0.254164563
0,0.031220435,0.001047635,0.009698276,0.24204947
0,0.031220435,0.002096294,0.011853448,0.345784957
0,0.031220435,0.002096294,0.015086207,0.308430086
3,0.062471389,0.002096294,0.30387931,0.202675416
0,0.031220435,0.002096294,0.014439655,0.315244826
0,0.031220435,0.001047635,0.017241379,0.301615346
0,0.031220435,0.002096294,0.020258621,0.212771328
0,0.00778222,0.001047635,0.016163793,0.276375568
0,0.015594958,0.001047635,0.006357759,0.300353357
0,0.031220435,0.000523305,0.012931034,0.390711762
1,0.031220435,0.002096294,0.024784483,0.600201918
1,0.031220435,0.004193611,0.034051724,0.433619384
0,0.062471389,0.002096294,0.006465517,0.337708228
0,0.031220435,0.000523305,0.030172414,0.17617365
0,0.031220435,0.002096294,0.007974138,0.256436143
0,0.031220435,0.002096294,0.023706897,0.17617365
0,0.031220435,0.002096294,0.023706897,0.17617365
0,0.031220435,0.002096294,0.009051724,0.337708228
0,0.031220435,0.000523305,0.015086207,0.17617365
0,0.031220435,0.016777517,0.02737069,0.176426047
1,0.062471389,0.001047635,0.012284483,0.626451287
0,0.031220435,0.004193611,0.028017241,0.17617365
3,0.062471389,0.000523305,0.869827586,0.436648157
0,0.031220435,0.002096294,0.029094828,0.248107017
0,0.031220435,0.002096294,0.029094828,0.248107017
0,0.031220435,0.002096294,0.016810345,0.262241292
0,0.031220435,0.002096294,0.014439655,0.254164563
0,0.031220435,0.002096294,0.012715517,0.300100959
0,0.031220435,0.002096294,0.009051724,0.337708228
0,0.062471389,0.002096294,0.084913793,0.17617365
0,0.031220435,0.002096294,0.017241379,0.345784957
0,0.031220435,0.031878203,0.010775862,0.259464917
0,0.062471389,0.001047635,0.040948276,0.17617365
0,0.062471389,0.001047635,0.040948276,0.17617365
0,0.062471389,0.001047635,0.040948276,0.17617365
0,0.031220435,0.004193611,0.030172414,0.209490156
0,0.031220435,0.000523305,0.009267241,0.316506815
0,0.031220435,0.003144952,0.017241379,0.259464917
0,0.031220435,0.000523305,0.007543103,0.345784957
0,0.031220435,0.002096294,0.025,0.254164563
0,0.031220435,0.002096294,0.020474138,0.254164563
0,0.031220435,0.002096294,0.012715517,0.300100959
0,0.031220435,0.002096294,0.014439655,0.254164563
0,0.031220435,0.002096294,0.02262931,0.254164563
0,0.031220435,0.001047635,0.009698276,0.24204947
0,0.031220435,0.002096294,0.014008621,0.244573448
0,0.031220435,0.002096294,0.014008621,0.244573448
0,0.031220435,0.016777517,0.019181034,0.17617365
0,0.031220435,3.01E-05,0.019181034,0.17617365
0,0.031220435,0.002096294,0.021551724,0.301615346
0,0.031220435,0.002096294,0.012068966,0.301615346
0,0.031220435,0.002096294,0.031681034,0.17617365
0,0.023407697,0.001047635,0.013362069,0.400807673
0,0.031220435,0.002096294,0.012284483,0.244068652
0,0.015594958,0.002620623,0.018103448,0.315244826
0,0.031220435,0.002096294,0.012715517,0.300100959
0,0.031220435,0.001047635,0.008405172,0.345784957
0,0.031220435,0.002096294,0.020689655,0.227915194
0,0.031220435,0.002096294,0.021551724,0.301615346
0,0.031220435,0.002096294,0.007543103,0.322564361
0,0.031220435,0.062079576,0.011206897,0.276375568
0,0.031220435,0.002096294,0.016163793,0.288743059
0,0.031220435,0.002096294,0.013362069,0.244068652
0,0.031220435,0.000523305,0.051724138,0.17617365
0,0.031220435,0.002096294,0.012715517,0.300100959
0,0.031220435,0.002096294,0.023275862,0.254164563
0,0.031220435,0.002096294,0.017887931,0.254164563
0,0.031220435,0.002096294,0.014439655,0.254164563
0,0.031220435,0.002096294,0.014439655,0.254164563
0,0.031220435,0.002096294,0.02262931,0.244068652
0,0.031220435,0.002096294,0.009051724,0.337708228
1,0.031220435,0.002096294,0.038793103,0.464159515
0,0.031220435,0.002096294,0.023706897,0.254164563
0,0.031220435,0.004193611,0.010775862,0.17617365
0,0.031220435,0.004193611,0.03125,0.17617365
0,0.015594958,0.002620623,0.009482759,0.381120646
0,0.031220435,0.001047635,0.02262931,0.208480565
0,0.031220435,0.002096294,0.028232759,0.244068652
0,0.031220435,0.002096294,0.01487069,0.254164563
0,0.031220435,0.002096294,0.013362069,0.308430086
0,0.031220435,0.002096294,0.011853448,0.345784957
0,0.031220435,0.004193611,0.045258621,0.238011106
0,0.031220435,0.003144952,0.016594828,0.259464917
0,0.031220435,0.000523305,0.021551724,0.17617365
0,0.031220435,0.002096294,0.023275862,0.254164563
3,0.031220435,0.002096294,0.013362069,0.508329127
3,0.062471389,0.002096294,0.073275862,0.464159515
3,0.062471389,0.002096294,0.11637931,0.17617365
3,0.062471389,0.002096294,0.11637931,0.17617365
3,0.062471389,0.002096294,0.11637931,0.17617365
3,0.062471389,0.002096294,0.081896552,0.464159515
3,0.062471389,0.002096294,0.076508621,0.464159515
3,0.062471389,0.002096294,0.129310345,0.17617365
3,0.062471389,0.002096294,0.129310345,0.17617365
0,0.031220435,0.002096294,0.017887931,0.254164563
0,0.031220435,0.004193611,0.014439655,0.244068652
0,0.031220435,0.002096294,0.012068966,0.308430086
0,0.031220435,0.002096294,0.01487069,0.254164563
0,0.031220435,0.002096294,0.0625,0.17617365
0,0.031220435,0.002096294,0.010775862,0.301615346
0,0.031220435,0.008388246,0.023706897,0.17617365
0,0.062471389,0.001047635,0.040948276,0.17617365
0,0.062471389,0.001047635,0.040948276,0.17617365
0,0.062471389,0.001047635,0.040948276,0.17617365
0,0.062471389,0.001047635,0.040948276,0.17617365
1,0.062471389,0.004193611,0.031465517,0.457597173
0,0.031220435,0.002096294,0.010301724,0.24204947
1,0.031220435,0.002096294,0.012068966,0.59994952
0,0.031220435,0.002096294,0.009331897,0.337708228
0,0.031220435,0.000523305,0.028017241,0.17617365
0,0.031220435,0.000523305,0.032327586,0.21251893
0,0.031220435,0.001047635,0.005603448,0.24204947
0,0.031220435,0.002096294,0.01012931,0.345784957
0,0.031220435,0.002096294,0.007543103,0.345784957
0,0.031220435,0.004193611,0.018318966,0.244068652
0,0.031220435,0.002096294,0.017241379,0.262241292
0,0.031220435,0.002096294,0.017241379,0.345784957
0,0.031220435,0.002096294,0.009698276,0.337708228
0,0.031220435,0.002096294,0.014439655,0.254164563
0,0.031220435,0.002096294,0.017887931,0.254164563
0,0.031220435,0.002096294,0.020258621,0.212771328
0,0.031220435,0.002096294,0.018534483,0.244068652
0,0.00778222,0.001047635,0.015948276,0.288743059
0,0.031220435,0.002096294,0.028017241,0.244068652
0,0.031220435,0.002096294,0.006034483,0.326350328
0,0.00778222,6.45E-05,0.024137931,0.29656739
0,0.031220435,0.002096294,0.017887931,0.254164563
0,0.031220435,0.002096294,0.012715517,0.300100959
0,0.031220435,0.000523305,0.021551724,0.17617365
0,0.031220435,0.002096294,0.014008621,0.298334175
0,0.031220435,0.003144952,0.023706897,0.244573448
0,0.031220435,0.002096294,0.014224138,0.244068652
6,0.062471389,0.004193611,0.064439655,0.288743059
0,0.031220435,0.003144952,0.015086207,0.308430086
0,0.031220435,0.004193611,0.01637931,0.308430086
6,0.062471389,0.004193611,0.064439655,0.288743059
0,0.031220435,0.004193611,0.014439655,0.244068652
0,0.031220435,0.002096294,0.014224138,0.249116608
0,0.031220435,0.002096294,0.029094828,0.244068652
0,0.015594958,0.004193611,0.010775862,0.17617365
0,0.031220435,0.016777517,0.028017241,0.209490156
0,0.031220435,0.002096294,0.024137931,0.17617365
0,0.031220435,0.008388246,0.023706897,0.17617365
0,0.062471389,0.001047635,0.040948276,0.17617365
0,0.031220435,0.002096294,0.022198276,0.308430086
6,0.031220435,0.016777517,0.017241379,0.259464917
0,0.031220435,0.002096294,0.024784483,0.244068652
0,0.031220435,0.002096294,0.013362069,0.308430086
6,0.062471389,0.004193611,0.064439655,0.288743059
0,0.031220435,0.003144952,0.017241379,0.259464917
0,0.031220435,0.002096294,0.015732759,0.244068652
0,0.031220435,0.002096294,0.02112069,0.17617365
0,0.031220435,0.002096294,0.02262931,0.17617365
0,0.031220435,0.004193611,0.02262931,0.17617365
0,0.031220435,0.002096294,0.014439655,0.244068652
0,0.031220435,0.004193611,0.020043103,0.291771832
0,0.031220435,0.002096294,0.014224138,0.249116608
0,0.031220435,0.002096294,0.017241379,0.308430086
0,0.031220435,0.002096294,0.026939655,0.244068652
0,0.031220435,0.016777517,0.021551724,0.17617365
0,0.031220435,0.031878203,0.021551724,0.17617365
0,0.031220435,0.031878203,0.021551724,0.139323574
0,0.031220435,0.031878203,0.028017241,0.209490156
0,0.031220435,0.031878203,0.028017241,0.209490156
0,0.031220435,0.016777517,0.028017241,0.209490156
0,0.031220435,0.031878203,0.028017241,0.21251893
0,0.031220435,0.002096294,0.012715517,0.300100959
0,0.031220435,0.002096294,0.017241379,0.308430086
0,0.031220435,0.002096294,0.005603448,0.24204947
0,0.031220435,0.002096294,0.009051724,0.330136295
0,0.062471389,0.004193611,0.023599138,0.244068652
0,0.031220435,0.001047635,0.016163793,0.322564361
0,0.031220435,0.002096294,0.017887931,0.254164563
0,0.031220435,0.004193611,0.017887931,0.244068652
0,0.031220435,0.002096294,0.017241379,0.308430086
0,0.046845912,0.004193611,0.015086207,0.288743059
1,0.031220435,0.004193611,0.017241379,0.65345785
0,0.031220435,0.004193611,0.0125,0.244068652
0,0.031220435,0.000523305,0.021551724,0.17617365
0,0.062471389,0.004193611,0.030172414,0.17617365
1,0.062471389,0.001047635,0.028017241,0.44548208
0,0.031220435,0.002096294,0.023275862,0.254164563
0,0.031220435,0.002096294,0.02262931,0.244068652
0,0.031220435,0.002096294,0.021551724,0.367491166
3,0.062471389,0.002096294,0.269396552,0.202675416
3,0.062471389,0.001047635,0.870689655,0.083543665
3,0.062471389,0.001047635,0.867672414,0.130742049
0,0.00778222,0.001047635,0.015517241,0.288743059
0,0.00778222,0.001047635,0.015517241,0.288743059
0,0.00778222,0.001047635,0.011077586,0.301615346
1,0.062471389,0.008388246,0.040948276,0.457597173
0,0.062471389,0.004193611,0.025560345,0.17617365
0,0.062471389,0.004193611,0.025560345,0.17617365
0,0.031220435,0.002096294,0.023275862,0.254164563
0,0.031220435,0.002096294,0.015732759,0.244068652
0,0.031220435,0.002096294,0.017241379,0.308430086
0,0.031220435,0.002096294,0.017241379,0.308430086
0,0.031220435,0.002096294,0.016163793,0.244068652
0,0.062471389,0.122888678,0.016163793,0.299343766
0,0.031220435,0.002096294,0.011853448,0.270570419
0,0.062471389,0.002096294,0.028017241,0.254164563
0,0.031220435,0.002096294,0.012931034,0.308430086
0,0.031220435,0.002096294,0.014224138,0.249116608
0,0.031220435,0.002096294,0.015086207,0.249116608
1,0.031220435,0.002096294,0.018534483,0.600201918
0,0.031220435,0.002096294,0.009051724,0.23523473
0,0.031220435,0.004193611,0.02262931,0.254164563
0,0.031220435,0.002096294,0.023275862,0.254164563
0,0.031220435,0.002096294,0.015086207,0.300100959
0,0.031220435,0.004193611,0.016810345,0.308430086
0,0.031220435,0.002096294,0.011206897,0.254164563
0,0.031220435,0.002096294,0.010775862,0.308430086
0,0.031220435,0.016777517,0.01875,0.265017668
0,0.031220435,0.002096294,0.014008621,0.390711762
0,0.031220435,0.002096294,0.011853448,0.358404846
1,0.062471389,0.004193611,0.032327586,0.524230187
0,0.031220435,0.002096294,0.011637931,0.308430086
0,0.031220435,0.002096294,0.011206897,0.254164563
0,0.031220435,0.002096294,0.032327586,0.238011106
0,0.00778222,0.001047635,0.017198276,0.276375568
0,0.031220435,0.004193611,0.02262931,0.254164563
1,0.062471389,0.002096294,0.029310345,0.66481575
0,0.062471389,0.001047635,0.040948276,0.234729934
0,0.031220435,0.004193611,0.02262931,0.254164563
6,0.062471389,0.004193611,0.036637931,0.345784957
6,0.062471389,0.004193611,0.036637931,0.345784957
3,0.062471389,0.002096294,0.036637931,0.345784957
0,0.031220435,0.002096294,0.011206897,0.254164563
0,0.062471389,0.004193611,0.030172414,0.17617365
0,0.031220435,0.002096294,0.012931034,0.308430086
0,0.031220435,0.000523305,0.030172414,0.139323574
0,0.031220435,0.000523305,0.030172414,0.139323574
0,0.031220435,0.008388246,0.012284483,0.345784957
0,0.031220435,0.002096294,0.011206897,0.345784957
0,0.031220435,0.001047635,0.005603448,0.24204947
0,0.00778222,0.001047635,0.011077586,0.301615346
0,0.031220435,0.002096294,0.009698276,0.244068652
0,0.031220435,0.002096294,0.010775862,0.322564361
0,0.031220435,0.002096294,0.010775862,0.322564361
1,0.062471389,0.004193611,0.020905172,0.66481575
1,0.062471389,0.002096294,0.029310345,0.66481575
0,0.062471389,0.004193611,0.013793103,0.276375568
0,0.031220435,0.002096294,0.011206897,0.254164563
0,0.031220435,0.002096294,0.017241379,0.288743059
0,0.031220435,0.008388246,0.028017241,0.17617365
0,0.031220435,0.008388246,0.028017241,0.17617365
0,0.062471389,0.031878203,0.0375,0.234729934
0,0.031220435,0.004193611,0.017887931,0.244068652
0,0.031220435,0.002096294,0.015086207,0.249116608
0,0.062471389,0.004193611,0.030172414,0.17617365
0,0.031220435,0.016777517,0.02262931,0.17617365
0,0.031220435,0.016777517,0.02262931,0.17617365
6,0.062471389,0.004193611,0.064439655,0.288743059
0,0.031220435,0.002096294,0.015086207,0.249116608
0,0.031220435,0.002096294,0.009698276,0.244068652
0,0.031220435,0.002096294,0.009698276,0.244068652
6,0.062471389,0.008388246,0.021551724,0.244068652
0,0.031220435,0.002096294,0.015948276,0.288743059
0,0.031220435,0.002096294,0.013362069,0.308430086
0,0.00778222,0.001047635,0.015948276,0.288743059
0,0.031220435,0.002096294,0.012931034,0.308430086
0,0.031220435,0.000523305,0.020474138,0.17617365
0,0.046845912,0.003144952,0.019396552,0.288743059
1,0.062471389,0.249999232,0.012931034,0.715547703
3,0.062471389,0.002096294,0.096336207,0.17617365
3,0.062471389,0.002096294,0.096336207,0.17617365
0,0.062471389,0.002096294,0.054741379,0.17617365
0,0.031220435,0.008388246,0.012931034,0.244068652
0,0.031220435,0.008388246,0.017887931,0.244068652
0,0.031220435,0.004193611,0.016810345,0.308430086
0,0.031220435,0.004193611,0.017887931,0.244068652
0,0.062471389,0.004193611,0.028017241,0.254164563
1,0.062471389,0.004193611,0.019827586,0.600201918
1,0.062471389,0.004193611,0.019827586,0.65345785
0,0.031220435,0.031878203,0.018965517,0.259464917
0,0.031220435,0.016777517,0.023706897,0.17617365
0,0.031220435,0.031878203,0.023706897,0.17617365
0,0.046845912,0.004193611,0.015948276,0.308430086
0,0.031220435,0.002096294,0.011853448,0.469207471
0,0.031220435,0.002096294,0.00625,0.390711762
0,0.062471389,0.004193611,0.013793103,0.270570419
6,0.031220435,0.016777517,0.018965517,0.256940939
0,0.00778222,0.001047635,0.010991379,0.301615346
0,0.031220435,0.002096294,0.015732759,0.244068652
0,0.031220435,0.002096294,0.006896552,0.330136295
0,0.031220435,0.002096294,0.009784483,0.249116608
0,0.031220435,0.002096294,0.010560345,0.249116608
0,0.062471389,0.004193611,0.013793103,0.276375568
0,0.062471389,0.004193611,0.028017241,0.254164563
0,0.062471389,0.004193611,0.028017241,0.254164563
0,0.031220435,0.001047635,0.028017241,0.17617365
0,0.031220435,0.002096294,0.018965517,0.244068652
0,0.031220435,0.002096294,0.037715517,0.244068652
0,0.031220435,0.004193611,0.016163793,0.301615346
0,0.031220435,0.002096294,0.043103448,0.209490156
0,0.062471389,0.004193611,0.040948276,0.17617365
0,0.062471389,0.004193611,0.045258621,0.17617365
0,0.031220435,0.004193611,0.016810345,0.308430086
0,0.031220435,0.002096294,0.018965517,0.244068652
0,0.062471389,0.004193611,0.012931034,0.270570419
0,0.031220435,0.016777517,0.018103448,0.17617365
0,0.062471389,0.002096294,0.044827586,0.17617365
0,0.062471389,0.002096294,0.044827586,0.17617365
0,0.046845912,0.002096294,0.017241379,0.308430086
0,0.062471389,0.004193611,0.014655172,0.244068652
0,0.031220435,0.002096294,0.014008621,0.295053004
0,0.031220435,0.002096294,0.012715517,0.395254922
0,0.031220435,0.004193611,0.012931034,0.270570419
3,0.062471389,0.001047635,0.191810345,0.17617365
3,0.062471389,0.001047635,0.127155172,0.17617365
0,0.015594958,0.001047635,0.006681034,0.300353357
0,0.031220435,0.004193611,0.010560345,0.259464917
0,0.031220435,0.002096294,0.02262931,0.244068652
0,0.031220435,0.002096294,0.019396552,0.249116608
0,0.031220435,0.002096294,0.014267241,0.345784957
0,0.031220435,0.002096294,0.012715517,0.249116608
1,0.062471389,0.008388246,0.040948276,0.457597173
0,0.062471389,0.004193611,0.011206897,0.254164563
0,0.062471389,0.004193611,0.019396552,0.276375568
0,0.031220435,0.001047635,0.048491379,0.211761736
0,0.031220435,0.001047635,0.048491379,0.211761736
0,0.062471389,0.004193611,0.028017241,0.254164563
0,0.031220435,0.002096294,0.017241379,0.17617365
0,0.031220435,0.004193611,0.010344828,0.345784957
0,0.062471389,0.000523305,0.11637931,0.17617365
1,0.062471389,0.001047635,0.068965517,0.358909642
1,0.062471389,0.001047635,0.068965517,0.358909642
1,0.062471389,0.001047635,0.068965517,0.358909642
0,0.031220435,0.002096294,0.01637931,0.244068652
1,0.031220435,0.004193611,0.01875,0.600201918
0,0.031220435,0.004193611,0.011767241,0.17617365
0,0.031220435,0.004193611,0.011206897,0.298334175
0,0.031220435,0.002096294,0.011206897,0.254164563
0,0.062471389,0.004193611,0.011206897,0.254164563
0,0.062471389,0.004193611,0.011206897,0.254164563
0,0.031220435,0.002096294,0.019827586,0.288743059
0,0.031220435,0.002096294,0.011853448,0.288743059
0,0.046845912,0.004193611,0.015948276,0.308430086
0,0.031220435,0.002096294,0.018965517,0.244068652
0,0.046845912,0.004193611,0.00862069,0.390711762
1,0.062471389,0.004193611,0.035560345,0.457597173
0,0.062471389,0.004193611,0.012931034,0.270570419
0,0.062471389,0.004193611,0.028017241,0.254164563
0,0.062471389,0.002096294,0.046336207,0.166330136
0,0.031220435,0.002096294,0.01487069,0.200656234
0,0.062471389,0.004193611,0.00862069,0.308430086
0,0.062471389,0.004193611,0.011206897,0.254164563
0,0.062471389,0.004193611,0.019396552,0.276375568
0,0.031220435,0.002096294,0.015086207,0.244068652
1,0.031220435,0.002096294,0.012931034,0.600201918
0,0.031220435,0.002096294,0.013577586,0.244068652
0,0.031220435,0.002096294,0.019396552,0.249116608
0,0.031220435,0.002096294,0.01487069,0.270570419
0,0.031220435,0.004193611,0.027693966,0.17617365
0,0.031220435,0.004193611,0.015086207,0.270570419
0,0.031220435,0.002096294,0.006034483,0.390711762
0,0.062471389,0.031878203,0.042241379,0.21251893
0,0.062471389,0.004193611,0.011206897,0.254164563
0,0.062471389,0.004193611,0.011206897,0.254164563
0,0.031220435,0.016777517,0.02262931,0.17617365
1,0.031220435,0.004193611,0.025431034,0.600201918
0,0.031220435,0.002096294,0.01012931,0.345784957
0,0.031220435,0.004193611,0.019396552,0.301615346
0,0.031220435,0.016777517,0.016163793,0.259464917
0,0.031220435,0.002096294,0.00625,0.390711762
0,0.062471389,0.004193611,0.011637931,0.308430086
0,0.031220435,0.002096294,0.025862069,0.17617365
0,0.031220435,0.002096294,0.03125,0.21251893
1,0.124973296,0.002096294,0.084051724,0.433619384
1,0.124973296,0.002096294,0.084051724,0.433619384
1,0.124973296,0.002096294,0.084051724,0.433619384
1,0.124973296,0.002096294,0.084051724,0.433619384
0,0.031220435,0.002096294,0.004094828,0.301615346
0,0.031220435,0.002096294,0.013577586,0.244068652
6,0.062471389,0.004193611,0.012284483,0.244068652
0,0.062471389,0.004193611,0.012715517,0.276375568
0,0.031220435,0.001047635,0.00862069,0.17617365
0,0.031220435,0.004193611,0.02262931,0.254164563
0,0.031220435,0.004193611,0.018017241,0.244068652
0,0.031220435,0.016777517,0.029094828,0.17617365
0,0.031220435,0.016777517,0.028017241,0.21251893
0,0.062471389,0.002096294,0.023275862,0.254164563
3,0.062471389,0.002096294,0.025,0.254164563
1,0.062471389,0.002096294,0.073275862,0.464159515
3,0.062471389,0.002096294,0.073275862,0.17617365
1,0.062471389,0.002096294,0.073275862,0.464159515
3,0.062471389,0.002096294,0.073275862,0.17617365
1,0.062471389,0.002096294,0.073275862,0.464159515
3,0.062471389,0.002096294,0.073275862,0.17617365
1,0.062471389,0.004193611,0.028448276,0.395759717
1,0.062471389,0.031878203,0.02737069,0.431600202
0,0.062471389,0.004193611,0.015086207,0.254164563
0,0.031220435,0.031878203,0.023706897,0.209490156
0,0.031220435,0.031878203,0.023706897,0.209490156
0,0.062471389,0.002096294,0.026939655,0.244068652
0,0.062471389,0.002096294,0.073275862,0.17617365
0,0.031220435,0.002096294,0.021551724,0.17617365
1,0.031220435,0.002096294,0.021551724,0.464159515
0,0.031220435,0.008388246,0.025862069,0.17617365
0,0.015594958,0.001047635,0.006681034,0.300353357
0,0.031220435,0.002096294,0.010775862,0.308430086
0,0.023407697,0.002096294,0.009698276,0.322564361
0,0.062471389,0.004193611,0.00862069,0.308430086
6,0.062471389,0.004193611,0.012931034,0.336446239
0,0.062471389,0.004193611,0.012931034,0.270570419
3,0.031220435,0.00524227,0.064655172,0.259464917
0,0.031220435,0.002096294,0.016810345,0.308430086
0,0.031220435,0.016777517,0.032327586,0.21251893
0,0.031220435,0.016777517,0.032327586,0.21251893
0,0.062471389,0.000243117,0.016163793,0.30338213
0,0.031220435,0.002096294,0.035344828,0.21251893
1,0.031220435,0.004193611,0.01637931,0.600201918
1,0.031220435,0.004193611,0.017241379,0.65345785
0,0.062471389,0.004193611,0.018318966,0.244068652
0,0.062471389,0.004193611,0.013362069,0.244068652
0,0.031220435,0.004193611,0.019396552,0.301615346
0,0.062471389,0.002096294,0.059482759,0.17617365
0,0.062471389,0.002096294,0.054741379,0.17617365
0,0.031220435,0.000523305,0.041594828,0.17617365
0,0.062471389,0.004193611,0.015086207,0.254164563
0,0.031220435,0.002096294,0.014008621,0.298334175
0,0.031220435,0.002096294,0.013793103,0.395254922
0,0.031220435,0.004193611,0.012931034,0.270570419
0,0.031220435,0.031878203,0.007543103,0.308430086
0,0.031220435,0.004193611,0.018017241,0.244068652
0,0.031220435,0.002096294,0.014224138,0.308430086
0,0.031220435,0.002096294,0.013577586,0.244068652
0,0.062471389,0.004193611,0.012715517,0.276375568
0,0.031220435,0.002096294,0.018318966,0.249116608
0,0.031220435,0.002096294,0.016810345,0.244068652
0,0.031220435,0.016777517,0.030172414,0.209490156
0,0.031220435,0.016777517,0.030172414,0.209490156
0,0.031220435,0.002096294,0.009698276,0.276375568
0,0.062471389,0.004193611,0.015086207,0.254164563
0,0.062471389,0.004193611,0.028017241,0.254164563
0,0.031220435,0.004193611,0.018017241,0.244068652
6,0.062471389,0.004193611,0.067887931,0.288743059
0,0.031220435,0.004193611,0.026939655,0.244068652
0,0.031220435,0.000523305,0.020043103,0.17617365
0,0.031220435,0.002096294,0.007112069,0.21251893
0,0.046845912,0.004193611,0.00862069,0.390711762
0,0.062471389,0.004193611,0.014655172,0.244068652
0,0.031220435,0.004193611,0.019396552,0.301615346
0,0.031220435,0.016777517,0.019396552,0.17617365
0,0.031220435,0.008388246,0.030172414,0.21251893
0,0.031220435,0.033556057,0.032327586,0.21251893
0,0.031220435,0.002096294,0.018318966,0.249116608
0,0.031220435,0.004193611,0.027693966,0.17617365
0,0.031220435,0.002096294,0.011206897,0.254164563
0,0.031220435,0.002096294,0.02262931,0.204442201
0,0.031220435,0.016777517,0.024784483,0.17617365
0,0.031220435,0.016777517,0.025862069,0.17617365
0,0.031220435,0.062079576,0.035560345,0.21251893
3,0.031220435,0.002096294,0.05387931,0.17617365
3,0.031220435,0.002096294,0.057327586,0.17617365
0,0.062471389,0.004193611,0.013362069,0.244068652
0,0.062471389,0.004193611,0.012931034,0.270570419
0,0.031220435,0.004193611,0.019396552,0.270570419
0,0.031220435,0.004193611,0.018017241,0.244068652
0,0.031220435,0.004193611,0.017887931,0.249116608
0,0.062471389,0.004193611,0.034482759,0.17617365
0,0.062471389,0.004193611,0.017241379,0.270570419
1,0.062471389,0.004193611,0.030172414,0.600201918
0,0.031220435,0.004193611,0.017887931,0.249116608
0,0.015594958,0.000523305,0.011637931,0.301615346
0,0.031220435,0.004193611,0.006465517,0.244068652
0,0.031220435,0.000523305,0.007543103,0.345784957
0,0.062471389,0.004193611,0.010991379,0.308430086
0,0.062471389,0.004193611,0.00862069,0.308430086
0,0.031220435,0.004193611,0.018017241,0.244068652
0,0.031220435,0.004193611,0.012931034,0.301615346
0,0.031220435,0.001047635,0.023706897,0.21251893
0,0.062471389,0.004193611,0.011206897,0.254164563
0,0.031220435,0.002096294,0.015086207,0.298334175
0,0.031220435,0.004193611,0.02112069,0.340989399
3,0.062471389,0.002096294,0.036637931,0.345784957
0,0.031220435,0.001047635,0.024137931,0.17617365
0,0.031220435,0.002096294,0.047413793,0.21251893
0,0.031220435,0.004193611,0.025646552,0.244068652
0,0.031220435,0.004193611,0.025646552,0.244068652
0,0.031220435,0.004193611,0.015732759,0.244068652
0,0.031220435,0.004193611,0.015086207,0.244068652
0,0.031220435,0.002096294,0.018318966,0.249116608
1,0.093722343,0.004193611,0.010775862,0.620646138
3,0.031220435,0.001047635,0.159482759,0.22387683
0,0.031220435,0.004193611,0.030172414,0.21251893
3,0.031220435,0.031878203,0.073060345,0.224381625
0,0.015594958,0.008388246,0.019396552,0.17617365
0,0.015594958,0.016777517,0.019396552,0.17617365
0,0.031220435,0.016777517,0.023706897,0.21251893
0,0.031220435,0.008388246,0.023706897,0.21251893
0,0.031220435,0.016777517,0.023706897,0.21251893
0,0.031220435,0.031878203,0.023706897,0.21251893
0,0.031220435,0.002096294,0.011853448,0.345784957
0,0.031220435,0.002096294,0.007112069,0.390711762
0,0.062471389,0.002096294,0.046336207,0.166330136
0,0.031220435,0.002096294,0.008922414,0.330136295
0,0.062471389,0.004193611,0.010560345,0.273599192
6,0.062471389,0.004193611,0.012931034,0.336446239
0,0.031220435,0.001047635,0.023706897,0.21251893
